Symbol	Description
CYP	Cynata Therapeutics Limited
CYPOA	CYPOA
CYQ	Cycliq Group Ltd
CZN	Corazon Mining Limited
CZNOA	CZNOA
CZR	Coziron Resources Ltd
D2O	Duxton Water Limited
D2OOA	D2OOA
D3E	D3 Energy Limited
DAF	Discovery Africa Limited
DAI	Decidr Ai Industries Ltd
DAIOA	DAIOA
DAL	Dalaroo Metals Ltd
DAOR	DAOR
DAVA	DAVA
DBBF	DBBF
DBF	Duxton Broadacre Farms Limited
DBI	Dalrymple Bay Infrastructure Limited
DBO	Diablo Resources Limited
DCC	Digital Cc Limited
DCL	Data & Commerce
DCOR	DCOR
DDB	Dynamic Drill And Blast Holdings Limited
DDR	Dicker Data Limited
DDT	DataDot Technology Ltd
DEG	De Grey Mining Ltd
DEGKOA	DEGKOA
DEGKOB	DEGKOB
DEL	Delorean Corporation Limited
DEM	De.mem Limited
DES	Destra Corporation Ltd
DESO	DESO
DEV	Devex Resources Limited
DFGH	DFGH
DGGF	DGGF
DGH	Desane Group Holdings Ltd
DGL	Dgl Group Limited
DGR	D'Aguilar Gold Ltd
DGSM	DGSM
DGT	Digico Infrastructure Reit
DGVA	DGVA
DHG	Domain Holdings Australia Limited.
DHHF	DHHF
DHOF	DHOF
DJW	Djerriwarth Investments Ltd
DJXKOJ	DJXKOJ
DJXKOK	DJXKOK
DJXKOL	DJXKOL
DJXKOM	DJXKOM
DJXKOP	Djia Mini E-cbot
DJXKOQ	Djia Mini E-cbot
DJXKOR	Djia Mini E-cbot
DJXKOY	DJXKOY
DKM	Duketon Mining Limited
DLI	Delta Lithium Limited
DM1	Directmoney Limited
DM1O	DM1O
DME	Dome Gold Mines Limited
DMG	Dragon Gold Mountain Ltd
DMM	DMC Mining Ltd
DMMO	DMC Mining Ltd
DMP	Domino's Pizza Australia NZ Ltd
DMPKOA	Dominos Pizza Enterprises Limited
DMPKOD	Dominos Pizza Enterprises Limited
DMPKOP	Dominos Pizza Enterprises Limited
DMPKOS	Dominos Pizza Enterprises Limited
DMPKOZ	DMPKOZ
DN1	Dominion Income Trust 1
DNA	Donaco International Limited
DNL	Discovery Nickel Ltd
DNLKOA	DNLKOA
DNLKOB	DNLKOB
DNLKOD	DNLKOD
DNLKOE	DNLKOE
DNLKOF	DNLKOF
DNLKOG	DNLKOG
DNLKOH	DNLKOH
DNLKOP	DNLKOP
DNLKOQ	DNLKOQ
DNLKOR	DNLKOR
DNLKOT	DNLKOT
DNLKOU	DNLKOU
DOC	Doctor Care Anywhere Group Plc
DOW	Downer EDI Ltd
DOWKOC	Downer Edi Limited
DOWKOF	Downer Edi Limited
DOWKOP	Downer Edi Limited
DOWKOR	Downer Edi Limited
DOWKOS	Downer Edi Limited
DOWKOT	Downer Edi Limited
DRE	Dalrymple Resources Nl
DRO	Droneshield Limited
DRR	Deterra Royalties Limited
DRRKOA	DRRKOA
DRRKOC	DRRKOC
DRRKOD	DRRKOD
DRUG	Betashares Global Healthcare Etf - Currency Hedged
DRX	Diatreme Resources Ltd
DSE	Dropsuite Limited
DSK	Dusk Group Limited
DTEC	DTEC
DTI	Dti Group Ltd
DTL	Data#3 Ltd
DTM	Dart Mining NL
DTR	Dateline Resources Limited
DTRO	DTRO
DTZ	Dotz Nano Limited
DUB	Dubber Corporation Limited
DUG	Dug Technology Ltd
DUI	Diversified United Investment Ltd
DUN	Dundas Minerals Limited
DUR	Duratec Limited
DVL	Dorsavi Ltd
DVP	Develop Global Limited
DWG	Dataworks Group Limited
DXB	Dimerix Limited
DXBO	DXBO
DXC	Dexus Convenience Retail Reit
DXI	Dexus Industria Reit.
DXN	The Data Exchange Network Limited
DXS	Dexus Property Group
DXSKOA	Dexus Property Group
DXSKOB	Dexus Property Group
DXSKOC	Dexus
DXSKOE	DXSKOE
DXSKOQ	Dexus Property Group
DXSKOR	Dexus Property Group
DY6	Dy6 Metals Ltd
DYL	Deep Yellow Ltd
DYLKOA	DYLKOA
DYLKOB	DYLKOB
DYM	Dynamic Metals Limited
DZZF	DZZF
E200	E200
E25	Element 25 Limited
E79	E79 Gold Mines Limited
EAFZ	EAFZ
EAT	Entertainment Rewards Ltd
EAX	Energy Action Limited
EBO	Ebos Group Limited
EBR	Eagle Bay Resources NL
ECF	Elanor Commercial Property Fund
ECH	Echelon Resources Ltd
ECL	Excelsior Capital Ltd
ECP	E Corp
ECPGA	ECPGA
ECS	ECSI Ltd
ECT	Environmental Clean Technologies Limited.
EDC	Eildon Capital Limited
EDE	Eden Energy Ltd
EDEOC	Eden Innovations Ltd
EDEOD	EDEOD
EDU	Edu Holdings Limited
EDV	Endeavour Group Limited
EDVKOC	EDVKOC
EDVKOD	EDVKOD
EE1	Earths Energy Limited
EEG	Empire Energy Group Limited
EEL	Envirostar Energy
EFE	Eastern Iron Ltd
EG1	Evergreen Lithium Limited
EGG	Enero Group Limited
EGH	Eureka Group Holdings Limited
EGL	Environmental Group Ltd (The)
EGN	EGN
EGR	Ecograf Limited
EGY	Energy Technologies Limited
EHL	Emeco Holdings Ltd
EIGA	EIGA
EINC	EINC
EIQ	Echoiq Limited
EL8	Elevate Uranium Ltd
ELD	ELD
ELDKOA	Elders Limited
ELDKOB	ELDKOB
ELDKOC	ELDKOC
ELS	Equity Long / Short Strategies Fund (the)
ELT	Elementos Limited
EM2	Eagle Mountain Mining Limited
EM2O	EM2O
EMB	Embelton Ltd
EMC	Emefcy Group Limited
EMD	Emerald Clinics Limited
EME	Energy Metals Ltd
EMH	European Metals Holdings Limited
EMKT	Vaneck Vectors Msci Multifactor Emerging Markets E
EML	Emerchants Limited
EMMG	EMMG
EMN	Euro Manganese Inc
EMP	Emperor Mines Ltd
EMR	Emerald Oil & Gas NL
EMRKOQ	EMRKOQ
EMRKOR	EMRKOR
EMS	Eastland Medical Systems Ltd
EMT	Emetals Limited
EMTO	Emetals Limited
EMU	EMU Nickel NL
EMV	Emvision Medical Devices Limited
EMXC	EMXC
ENL	Eagle Nickel Ltd
ENN	Elanor Investors Group
ENR	Encounter Resources Ltd
ENT	
ENV	Envestra Ltd
ENVO	ENVO
ENX	Enegex Nl
EOF	Ecofibre Limited
EOL	Energy One Ltd
EOS	Electro Optic Systems Holdings Ltd
EPM	Eclipse Metals Limited.
EPN	Epsilon Healthcare Limited
EPY	E-Pay Asia Ltd
EQE	Equus Mining Limited
EQN	Equinox Minerals Ltd (Canada CHESS)
EQR	Equinox Resources Nl
EQS	Equs
EQT	Equity Trustees Ltd
EQX	Eqitx Ltd
ERA	Energy Resources of Australia Ltd
ERD	Exalt Resources Limited
ERG	ERG Ltd
ERL	Empire Resources Ltd
ERM	Emmerson Resources Ltd
ERTH	ERTH
ERW	Errawarra Resources Ltd
ESK	Etherstack Plc
ESPO	ESPO
ESR	Estrella Resources Limited
ESROB	ESROB
ETM	Energy Transition Minerals Ltd
ETMO	ETMO
ETPMAG	Etfs Physical Silver
ETPMPD	Etfs Physical Palladium
ETPMPM	Etfs Physical Pm Basket
ETPMPT	Etfs Physical Platinum
ETR	ETRADE Australia Ltd
EUR	Euraust Ltd
EURO	EURO
EUROB	European Lithium Limited
EV1	Evolution Energy Minerals Limited
EVE	Energy Ventures Ltd
EVG	Envirogold Ltd
EVN	Evolution Mining Limited
EVNKOA	Evolution Mining Limited
EVNKOC	Evolution Mining Limited
EVNKOD	Evolution Mining Limited
EVNKOE	Evolution Mining Limited
EVNKOP	Evolution Mining Limited
EVNKOR	Evolution Mining Limited
EVO	Evolve Education Group Limited
EVR	Endeavour Mining Corporation
EVROA	EVROA
EVS	Envirosuite Limited
EVT	Event Hospitality And Entertainment Ltd
EVZ	Envirozel Ltd
EWC	Energy World Corporation Ltd
EX20	Betashares Australian Ex-20 Portfolio Diversifier
EXL	Excel Coal Ltd
EXLO	EXLO
EXP	Experience Co Limited
EXR	Elixir Petroleum Ltd
EXROB	EXROB
EXT	Extract Resources Ltd
EXTOD	EXTOD
EYE	Eagle Eye Metals Ltd
EZL	Euroz Ltd
EZZ	Ezz Life Science Holdings Limited
F100	F100
FAIR	Betashares Australian Sustainability Leaders
FAL	Falcon Metals Ltd
FANG	FANG
FAR	First Australian Resources Ltd
FAU	First Au Limited
FBM	Future Battery Minerals Limited
FBR	Fastbrick Robotics Ltd
FBU	Fletcher Building Ltd
FBUKOB	Fletcher Building Limited
FBUKOP	Fletcher Building Limited
FBUKOS	Fletcher Building Limited
FCAP	FCAP
FCG	Frontier Capital Group Limited
FCL	Futuris Corporation Ltd
FCT	Firstwave Cloud Technology Limited
FDR	Federation Group Ltd
FDV	Frontier Digital Ventures Limited
FEG	Far East Gold Ltd
FEX	Fenix Resources Ltd
FFF	First Folio Ltd
FFFO	FFFO
FFG	Fatfish Internet Group Ltd
FFGO	Fatfish Internet Group Ltd
FFI	FFI Holdings Ltd
FFM	Firefly Metals Ltd
FG1	Flynn Gold Limited
FG1O	FG1O
FGG	Future Generation Global Investment Company Limited
FGH	Foresta Group Holdings Limited
FGR	First Graphite Limited
FGX	Future Generation Investment Fund Limited
FHCO	FHCO
FHE	Frontier Energy Limited
FHNG	FHNG
FHS	Freehill Mining Limited.
FID	Fiducian Group Limited
FIIN	FIIN
FIN	Aii S&p/asx 200 Financials
FL1	First Lithium Limited
FL1O	FL1O
FLC	Fluence Corporation Limited
FLG	Flagship Minerals Limited
FLN	Freelancer Limited
FLOT	Vaneck Vectors Australian Floating Rate
FLT	Flight Centre Ltd
FLTKOA	Flight Centre Travel Group Limited
FLTKOQ	Flight Centre Travel Group Limited
FLTKOR	Flight Centre Travel Group Limited
FLX	Felix Resources Ltd
FME	Future Metals Nl
FMEOA	FMEOA
FMG	Fortescue Metals Group Ltd
FMGKOA	Fortescue Metals Group Ltd
FMGKOC	Fortescue Metals Group Ltd
FMGKOD	Fortescue Metals Group Ltd
FMGKOE	Fortescue Metals Group Ltd
FMGKOG	Fortescue Metals Group Ltd
FMGKOM	Fortescue Metals Group Ltd
FMGKON	Fortescue Metals Group Ltd
FMGKOO	Fortescue Metals Group Ltd
FMGKOQ	Fortescue Metals Group Ltd
FMGKOV	Fortescue Metals Group Ltd
FMGKOW	Fortescue Metals Group Ltd
FMGKOX	Fortescue Metals Group Ltd
FMGKOY	Fortescue Metals Group Ltd
FMGKOZ	Fortescue Metals Group Ltd
FMGMOR	Fortescue Metals Group Ltd
FML	Focus Minerals Ltd
FMR	Fmr Resources Limited
FND	Finders Resources Ltd
FNR	Far Northern Resources Limited
FNX	Finexia Financial Group Limited
FOS	Fos Capital Ltd
FPC	Fat Prophets Global Contrarian Fund Ltd
FPH	Fisher & Paykel Healthcare Corp Ltd
FPHKOD	FPHKOD
FPP	Fat Prophets Global Property Fund
FPR	Fleetpartners Group Limited
FRAR	FRAR
FRB	Firebird Metals Limited
FRE	Freshtel Holdings Ltd
FRGG	FRGG
FRI	Finbar International Ltd
FRM	Farm Pride Foods Ltd
FRS	Ferraus Ltd
FRSOA	FRSOA
FRSOB	FRSOB
FRW	Freightways Group Limited
FRX	Flexiroam Limited
FSA	FSA Group Ltd
FSG	Field Solutions Holdings Limited
FSI	Flagship Investments Limited
FSIGA	FSIGA
FSML	FSML
FTC	Fintech Chain Limited
FTL	Firetail Resources Limited
FUEL	Betashares Global Energy Companies - Currency Hedg
FUL	Fulcrum Equity Ltd
FUTR	FUTR
FWD	Fleetwood Corporation Ltd
FXEKOB	Currency Warrant Aud/eur
FXEKOC	FXEKOC
FXEKOR	FXEKOR
FXEKOS	Currency Warrant Aud/eur
FXEKOT	FXEKOT
FXEKOV	FXEKOV
FXG	Felix Gold Limited
FXGO	FXGO
FXPKOB	FXPKOB
FXPKOD	FXPKOD
FXPKOE	FXPKOE
FXPKOF	FXPKOF
FXPKOG	FXPKOG
FXPKOQ	Currency Warrant Aud/gbp
FXPKOR	FXPKOR
FXPKOS	FXPKOS
FXPKOT	FXPKOT
FXPKOV	FXPKOV
FXUKOA	Currency Warrant Aus/usd.
FXUKOB	Currency Warrant Aus/usd.
FXUKOD	Currency Warrant Aus/usd.
FXUKOE	Currency Warrant Aus/usd.
FXUKOG	Currency Warrant Aus/usd.
FXUKOJ	FXUKOJ
FXUKOR	Currency Warrant Aus/usd.
FXUKOS	Currency Warrant Aus/usd.
FXUKOV	Currency Warrant Aus/usd.
FXUKOW	Currency Warrant Aus/usd.
FXUKOY	Currency Warrant Aus/usd.
FXUKOZ	Currency Warrant Aus/usd.
FXUMOP	FXUMOP
FXUMOQ	FXUMOQ
FXUMOW	FXUMOW
FXUQOP	FXUQOP
FXYKOA	FXYKOA
FXYKOC	FXYKOC
FXYKOF	FXYKOF
FXYKOG	FXYKOG
FXYKOP	Currency Warrant Aud/jpy
FXYKOQ	FXYKOQ
FXYKOR	FXYKOR
FXYKOS	FXYKOS
FXYKOW	FXYKOW
FXZKOB	FXZKOB
FXZKOF	FXZKOF
FXZKOQ	FXZKOQ
FXZKOR	FXZKOR
FXZKOS	FXZKOS
FXZKOT	FXZKOT
FXZKOU	FXZKOU
FZR	Fitzroy River Corporation Ltd
G11	G11 Resources Limited
G1A	Galena Mining Limited
G200	G200
G50	Gold 50 Limited
G6M	Group 6 Metals Limited
G88	Golden Mile Resources Ltd
G88OA	G88OA
GAL	Galicia Energy Corporation Ltd
GAP	Gale Pacific Ltd
GARP	GARP
GAS	GasNet Australia Group
GBE	Globe Uranium Ltd
GBR	G Retail Ltd
GBZ	GBM Resources Ltd
GC1	Glennon Small Companies Limited
GC1PA	GC1PA
GCAP	GCAP
GCI	Gryphon Capital Income Trust
GCM	Garda Capital Group
GCMO	GCMO
GCQF	GCQF
GCR	Golden Cross Resources Ltd
GDC	Global Data Centre Group
GDF	Garda Diversified Property Fund
GDG	Generation Development Group Limited
GDI	Gdi Property Group
GDM	Goldstream Mining NL
GDX	Vaneck Vectors Gold Miners
GEAR	Betashares Geared Australian Equity
GED	Golden Deeps Ltd
GEDO	GEDO
GEM	G8 Education Limited
GEN	Genesis Research & Devlpmnt Corp Ltd
GES	Genesis Resources Limited
GFL	Global Masters Fund Ltd
GFLGA	GFLGA
GG8	Gorilla Gold Mines Ltd
GGAB	GGAB
GGE	Grand Gulf Energy Ltd
GGEO	Grand Gulf Energy Limited
GGEOA	GGEOA
GGX	Gas2Grid Ltd
GHHF	GHHF
GHM	Golden Horse Minerals Limited
GHY	Gold Hydrogen Limited
GIB	Gibb River Diamonds Limited
GL1	Global Lithium Resources Limited
GLA	Gladiator Resources Ltd
GLB	Globe International Ltd
GLDN	GLDN
GLE	GLG Corp Ltd
GLH	Global Health Ltd
GLIN	Amp Global Infrastructure Securities (unhedged)
GLL	Galilee Energy Limited
GLN	Gleneagle Gold Ltd
GLNOB	GLNOB
GLOB	GLOB
GLPR	GLPR
GMD	Genesis Minerals Ltd
GMG	Goodman Group
GMGKOB	Goodman Group
GML	Gateway Mining NL
GMN	Gold Mountain Limited
GMNO	GMNO
GMNOC	GMNOC
GMTL	GMTL
GNC	GrainCorp Ltd
GNCKOB	Graincorp Limited
GNCKOD	Graincorp Limited
GNCKOE	Graincorp Limited
GNCKOF	Graincorp Limited
GNCKOG	GNCKOG
GNCKOP	GNCKOP
GNCKOQ	GNCKOQ
GNCKOR	GNCKOR
GNCKOS	GNCKOS
GNDQ	GNDQ
GNE	Genesis Energy Limited
GNG	Gr Engineering Services Limited
GNM	Gujarat NRE Minerals Ltd
GNMOC	GNMOC
GNP	Genusplus Group Ltd
GOAT	GOAT
GOLD	Etfs Physical Gold
GOR	Gold Road Resources Limited
GOVT	Spdr??s&p?/asx Australian Government Bond Fund
GOW	Gowing Bros Ltd
GOZ	Growthpoint Properties Australia
GPEQ	GPEQ
GPR	Geopacific Resources NL
GPT	General Property Trust
GPTKOA	Gpt Group
GPTKOB	Gpt Group
GPTKOC	Gpt Group
GPTKOE	GPTKOE
GPTKOP	Gpt Group
GPTKOQ	Gpt Group
GPTKOR	Gpt Group
GQG	Gqg Partners Inc.
GR8	Great Dirt Resources Ltd
GRE	Greentech Metals Limited
GRL	Gawler Resources Ltd
GRR	Grange Resources Ltd
GRV	Greenvale Mining NL
GRX	Goodrich Resources Ltd
GSBG25	Australian Government Treasury Bonds
GSBG26	Australian Government Treasury Bonds
GSBG27	Australian Government Treasury Bonds
GSBG29	Australian Government Treasury Bonds
GSBG33	Australian Government Treasury Bonds
GSBG37	Australian Government Treasury Bonds
GSBK31	GSBK31
GSBK35	Australian Government Treasury Bonds
GSBK39	Australian Government Treasury Bonds
GSBK51	GSBK51
GSBK54	GSBK54
GSBQ26	GSBQ26
GSBU25	GSBU25
GSBU27	Australian Government Treasury Bonds
GSBU28	Australian Government Treasury Bonds
GSBU29	GSBU29
GSBU31	GSBU31
GSBU32	GSBU32
GSBU33	GSBU33
GSIC50	GSIC50
GSIO35	Australian Government Treasury Indexed Bonds
GSIO40	Australian Government Treasury Indexed Bonds
GSIQ25	Australian Government Treasury Indexed Bonds
GSIQ30	Australian Government Treasury Indexed Bonds
GSIU27	Australian Government Treasury Indexed Bonds
GSIU32	GSIU32
GSM	Golden State Mining Limited
GSN	Great Southern Mining Limited
GSS	Genetic Signatures Limited
GT1	Green Technology Metals Limited
GT3	Green360 Technologies Limited
GTE	Great Western Exploration Ltd
GTG	Genetic Technologies Ltd
GTH	Gathid Ltd
GTI	Globe Securities Ltd
GTK	Gentrack Group Limited
GTN	GTN Resources Ltd
GTR	GTI Resources Ltd
GTROC	GTROC
GUE	Global Uranium And Enrichment Ltd
GUL	Gullewa Ltd
GUM	Gumtree Australia Markets Limited
GVF	Global Value Fund Limited
GW1	Greenwing Resources Ltd
GWA	Gwa Group Limited.
GWAKOB	Gwa Group Limited.
GWAKOQ	Gwa Group Limited.
GWR	Golden West Resources Ltd
GYG	Guzman Y Gomez Limited
GYGKOB	GYGKOB
GYGKOP	GYGKOP
GYGKOQ	GYGKOQ
GYGKOR	GYGKOR
H100	H100
H2G	H2G
HACK	Betashares Global Cybersecurity
HAL	Halo Technologies Holdings Ltd
HAR	Haranga Resources Limited
HAS	Hastings Rare Metals Ltd
HASO	Hastings Rare Metals Ltd
HAV	Havilah Resources NL
HAW	Hawthorn Resources Ltd
HCD	Huadu City Development Ltd
HCF	H&g High Conviction Limited
HCH	Hot Chili Limited
HCL	Highcom Limited
HCT	Holista Colltech Limited
HCW	Healthco Healthcare And Wellness Reit
HDN	Haddington Resources Ltd
HE8	Helios Energy Ltd
HETH	HETH
HEUR	Betashares Wisdomtree Europe (currency Hedged)
HFR	Highfield Resources Limited
HFY	Hubify Limited
HGBL	HGBL
HGEN	HGEN
HGH	Heartland Group Holdings Limited
HGL	Hudson Investment Group Ltd
HGO	Hillgrove Resources Ltd
HHIF	HHIF
HHR	Hartshead Resources Nl
HIO	Hawsons Iron Ltd
HIOO	HIOO
HIQ	Hitiq Limited
HIQO	HIQO
HIT	Hitech Group Australia Ltd
HJPN	Betashares Wisdomtree Japan (currency Hedged)
HJZP	HJZP
HLI	Hailian International Ltd
HLIKOA	HLIKOA
HLIKOC	HLIKOC
HLIKOP	HLIKOP
HLIKOQ	HLIKOQ
HLO	Helloworld Limited
HLS	Hillcrest Litigation Services Ltd
HLSKOA	Healius Ltd
HLSKOB	Healius Limited
HLSKOC	Healius Ltd
HLSKOQ	Healius Ltd
HLSKOR	Healius Ltd
HLSKOS	Healius Ltd
HLSKOT	Healius Ltd
HLTH	HLTH
HLX	Helix Resources Ltd
HLXO	HLXO
HM1	Hearts And Minds Investments Limited
HMC	Hydromet Corporation Ltd
HMCO	Hydromet Corporation Ltd
HMD	Heramed Limited
HMG	Hamelin Gold Limited
HMI	Harvest Minerals Ltd
HMX	Hammer Metals Limited
HMY	Harmoney Corp Limited
HNDQ	HNDQ
HNG	HGL Ltd
HOR	Horseshoe Metals Limited
HPC	The Hydration Pharmaceuticals Company Limited
HPG	Hipages Group Holdings Ltd
HPI	Hotel Property Investments
HPP	Health And Plant Protein Group Limited
HPR	High Peak Royalties Limited
HQLT	HQLT
HRE	Heavy Rare Earths Limited
HRN	Horizon Gold Limited
HRZ	Horizon Energy Investment Group
HRZO	HRZO
HRZOB	Horizon Minerals Limited
HSN	Hansen Technologies Ltd
HT8	Harris Technology Group Limited
HTA	Hutchison Telecommunications (Aust)
HTG	Harvest Technology Group Ltd
HTM	Heritage Gold NZ Ltd
HTMO	HTMO
HUB	Hub24 Limited
HUBKOA	HUBKOA
HUBKOB	HUBKOB
HUBKOR	Hub24 Limited
HUM	Humanis Group Limited
HVLU	HVLU
HVN	Harvey Norman Holdings Ltd
HVNKOB	Harvey Norman Holdings Limited
HVNKOC	Harvey Norman Holdings Limited
HVNKOD	Harvey Norman Holdings Limited
HVNKOE	Harvey Norman Holdings Limited
HVNKOQ	Harvey Norman Holdings Limited
HVNKOR	Harvey Norman Holdings Limited
HVNKOW	Harvey Norman Holdings Limited
HVST	Betashares Australian Dividend Harvester Fund (man
HVY	Heavy Minerals Limited
HWK	Hawkstone Mining Limited
HWKO	HWKO
HWKOA	HWKOA
HXL	Hexima Ltd
HYD	Hydrix Limited
HYGG	HYGG
HYT	Hyterra Ltd
HYTO	HYTO
HYTOA	HYTOA
HZN	Horizon Oil Ltd
HZR	Hazer Group Limited
I88	Infini Resources Limited
IAA	Ishares Asia 50
IAF	Ishares Core Composite Bond
IAG	Insurance Australia Group Ltd
IAGKOD	Insurance Australia Group Limited
IAGKOQ	Insurance Australia Group Limited
IAGKOT	Insurance Australia Group Limited
IAGPE	IAGPE
IAGPF	IAGPF
IAM	Intiger Group Limited
IAMOB	IAMOB
IBAL	IBAL
IBC	Ironbark Capital Ltd
IBX	Imagion Biosystems Limited
ICE	ICE Corporation Ltd
ICG	Inca Minerals Limited
ICGOE	ICGOE
ICGOF	ICGOF
ICI	Icandy Interactive Limited
ICL	International Coal Holdings Limited
ICLO	ICLO
ICN	Icon Energy Ltd
ICOR	ICOR
ICR	Intelicare Holdings Limited
ICRO	ICRO
ICU	Isentric Limited
ID8	Identitii Limited
IDA	Indiana Resources Limited
IDT	Institute of Drug Technology Aust
IDX	Indexshares Fund The
IEAT	IEAT
IEL	Idp Education Limited
IELKOB	IELKOB
IELKOP	Idp Education Limited
IELKOQ	Idp Education Limited
IELKOR	IELKOR
IEM	Ishares Msci Emerging Markets
IEQ	International Equities Corp Ltd
IESG	IESG
IEU	Ishares Europe
IFG	Infocus Group Holdings Limited
IFL	IOOF Holdings Ltd
IFLKOA	Ioof Holdings Limited
IFLKOD	Ioof Holdings Limited
IFLKOP	Ioof Holdings Limited
IFLKOQ	Ioof Holdings Limited
IFM	Infomedia Ltd
IFRA	Vaneck Vectors Ftse Global Infrastructure (hedged)
IFT	Infratil Limited.
IG6	International Graphite Limited
IGB	Ishares Treasury
IGL	International Goldfields Ltd
IGN	Ignite Limited
IGO	Independence Group NL
IGOKOP	Independence Group Nl
IGOKOQ	Independence Group Nl
IGOKOR	Independence Group Nl
IGRO	IGRO
IHCB	Ishares Core Global Corporate Bond (aud Hedged)
IHD	Ishares S&p/asx Dividend Opportunities
IHEB	Ishares J.p. Morgan Usd Emerging Markets Bond (aud
IHOO	Ishares Global 100 Aud Hedged
IHWL	Ishares Core Msci World All Cap (aud Hedged)?
IIGF	IIGF
IIQ	Inoviq Ltd
IIQO	IIQO
IJH	Ishares Core S&p Mid-cap
IJP	Ishares Msci Japan
IJR	Ishares Core S&p Small-cap
IKE	Ikegps Group Limited
IKO	Ishares Msci South Korea Capped
ILA	Island Pharmaceuticals Limited
ILAO	ILAO
ILB	Ishares Government Inflation
ILC	Ishares S&p/asx 20
ILT	Iltani Resources Limited.
ILU	Iluka Resources Ltd
ILUKOB	Iluka Resources Limited
ILUKOH	Iluka Resources Limited
ILUKOP	Iluka Resources Limited
ILUKOQ	Iluka Resources Limited
ILUKOT	Iluka Resources Limited
ILUKOU	Iluka Resources Limited
IMA	Image Resources NL
IMB	Intelligent Monitoring Group Limited
IMC	
IMD	Imdex Ltd
IME	Imexhs Limited
IMI	IM Medical Ltd
IMLC	IMLC
IMM	Immutep Limited
IMPQ	IMPQ
IMR	Imricor Medical Systems Inc.
IMU	Imugene Ltd
IMUOE	IMUOE
INA	Ingenia Communities Group
INCM	Betashares Global Income Leaders
IND	Indus Energy Nl
INDO	Indus Energy Nl
INF	Infosentials
ING	Inghams Group Limited
INGKOD	INGKOD
INGKOP	Inghams Group Limited
INGKOQ	Inghams Group Limited
INGKOS	INGKOS
INGKOT	INGKOT
INIF	INIF
INR	India Nre Minerals Ltd
INV	InvestorInfo Ltd
IOD	Iodm Limited
ION	ION Ltd
IOO	Ishares Global 100
IOZ	Ishares Core S&p/asx 200
IPB	Ipb Petroleum Limited
IPC	Imperial Pacific Limited
IPD	Impedimed Ltd
IPG	Investa Property Group
IPH	Ipoh
IPHKOD	Iph Limited
IPL	Incitec Pivot Ltd
IPLKOA	Incitec Pivot Limited
IPLKOB	Incitec Pivot Limited
IPLKOD	Incitec Pivot Limited
IPLKOE	Incitec Pivot Limited
IPLKOF	Incitec Pivot Limited
IPLKOG	Incitec Pivot Limited
IPLKOH	Incitec Pivot Limited
IPLKOP	Incitec Pivot Limited
IPLKOQ	Incitec Pivot Limited
IPLKOR	Incitec Pivot Limited
IPLKOT	Incitec Pivot Limited
IPLKOU	Incitec Pivot Limited
IPT	Impact Minerals Ltd
IPTO	Impact Minerals Limited
IPTOC	IPTOC
IPTR	IPTR
IPX	Intrapower Ltd
IR1	Iris Metals Limited
IRD	Iron Road Ltd
IRE	IRESS Market Technology Ltd
IREKOA	Iress Limited
IREKOB	Iress Limited
IREKOQ	Iress Limited
IREKOR	Iress Limited
IRI	Integrated Research Ltd
IRX	Inhalerx Limited
IS3	I Synergy Group Limited
ISEC	Ishares Enhanced Cash
ISLM	ISLM
ISO	Ishares S&p/asx Small Ordinaries
ITEK	ITEK
ITM	Itech Minerals Ltd
IUSG	IUSG
IVE	Ishares Msci Eafe
IVG	Invictus Gold Limited
IVR	IVR
IVROB	IVROB
IVT	Inventis Ltd
IVV	Ishares Core S&p 500
IVX	Invion Limited
IVZ	Invictus Energy Ltd
IVZOA	IVZOA
IXC	Invex Therapeutics Ltd
IXI	Ishares Global Consumer Staples
IXJ	Ishares Global Healthcare
IXR	IMX Resoures NL
IXU	Ixup Limited
IZZ	Ishares China Large-cap
JAL	Jameson Resources Ltd
JAN	Janison Education Group Limited
JAT	
JAV	Javelin Minerals Limited
JAVOA	JAVOA
JAY	Jayride Group Limited
JAYR	JAYR
JBH	JB Hi-Fi Ltd
JBHKOA	Jb Hi-fi Limited
JBHKOB	Jb Hi-fi Limited
JBHKOC	Jb Hi-fi Limited
JBHKOG	Jb Hi-fi Limited
JBHKOP	Jb Hi-fi Limited
JBHKOQ	Jb Hi-fi Limited
JBY	James Bay Minerals Limited
JCS	Jcurve Solutions Ltd
JDO	Judo Capital Holdings Limited
JDOKOA	JDOKOA
JDOKOC	JDOKOC
JDOPA	JDOPA
JEGA	JEGA
JGH	Jade Gas Holdings Limited
JGLO	JGLO
JHGA	JHGA
JHLO	JHLO
JHX	James Hardie Industries NV (CUFS)
JHXKOA	James Hardie Industries Se
JHXKOD	James Hardie Industries Plc
JHXKOQ	James Hardie Industries Se
JHXKOR	James Hardie Industries Se
JHXKOT	James Hardie Industries Plc
JIN	JIN
JLG	Johns Lyng Group Limited
JLL	Jindalee Lithium Limited
JLLO	JLLO
JLLOA	JLLOA
JMS	Jupiter Mines Ltd
JNDQ	JNDQ
JNO	Juno Minerals Limited
JPEQ	JPEQ
JPHQ	JPHQ
JPR	Jupiter Energy Ltd
JREG	JREG
JRHG	JRHG
JRV	Jervois Mining Ltd
JYC	Joyce Corporation Ltd
JZRO	JZRO
KAI	Kairos Minerals Limited
KAL	Kalgoorlie-Boulder Resources Ltd
